S.N.,Product Code,Products
596,12122100,"Seaweeds and other algae, fit for human consumption"
597,12122900,Seaweeds and other algae
598,12123000,"Apricot, peach (including nectarine) or plum stones and kernels"
599,12129100,Sugar beet
600,12129300,Sugar cane
601,12129400,Chicory roots
602,12129900,Vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primary for human consumption
603,12130000,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed  or in the form of pellets"
604,12141000,Lucerne (alfalfa) meal and pellets
605,12149000,Radish seeds
606,13011000,Lac
607,13012000,Gum Arabic
608,13019000,"Natural gum, resin"
609,13021100,Vegetable saps and extracts of opium
610,13021200,Vegetable saps and extracts of liquorice
611,13021300,Vegetable saps and extracts of hops
612,13021400,Vegetable saps and extracts of pyrethrum or of the roots of plant containing rotenone
613,13021900,Vegetable saps and extracts
614,13022000,"Pectic substance, pectinates, and pectates"
615,13023100,Agar-agar
616,13023200,"Mucilages and thickeners, whether or not modified, derived from locust beans"
617,13023900,"Mucilages and thickeners whether or not modified, derived from vegetable products"
618,14011000,Bamboos
619,14012000,Rattans
620,14019000,"Vegetable materials of a kind used primarily for plaiting (for example rattans, reeds, rushes, osier, affia, cleaned, bleached or dyed cereal straw, and lime bark)."
621,14030000,"Vegetable materials of a kind used primarily in brooms or in brushes (for example, broom-corn, piassava, couch-grass and istle), whether or not in hanks  or bundles"
622,14031000,Broomcorn
623,14042000,Cotton linters
624,14049000,Vegetable Products
625,14049010,Vegetable products (unfinished khayar kattha)
626,14049011,Semi-prossed Catechu of acacia (liquid Kattha)
627,14049012,Catechu of acacia (Kathas)
628,14049013,Leafs to  roll beedies
629,14049014,Betel Leaf
630,14049015,Rudrakshya
631,14049016,Skin of Argel
632,14049017,Soapnut
633,14049018,Amriso
634,14049020,Vegetable products (khayar kattha)
635,14049030,Vegetable products (rudraksha)
636,14049040,Betel Leaf
637,14049050,Rudrakshya
638,14049060,Skin of Argeli
639,14049070,Soapnut
640,14049080,Amriso
641,14049090,Vegetable products
642,15010000,Pig fat and poultry fat
643,15011000,Lard
644,15012000,Pig fat (Excluding lard)
645,15019000,Pig fat (including lard) and poultry fat
646,15020000,"Fats of bovine animal, sheep or goats"
647,15021000,Tallow
648,15029000,"Fats of bovine animals, sheep or goats"
649,15030000,Lard stearin
650,15041010,Cod liver oil
651,15041090,Fish-liver oils and their fractions
652,15042000,"Fats and oils and their fractions, of fish, other than liver oils"
653,15043000,"Fats and oils and their fractions, of marine mammals"
654,15050000,Wool grease and fatty substances derived therefrom (including lanonin).
655,15060000,Animal fats and oils
656,15071000,Crude soyabean oil
657,15079000,Soyabean oil
658,15081000,Crude groundnut oil
659,15089000,Groundnut oil
660,15091000,Virgin olive oil
661,15099000,Olive oil
662,15100000,"Oils and their fraction, obtained solely from olives, whether or refined, but not chemically modified"
663,15111000,Crude palm oil
664,15119000,Palm oil
665,15121000,Vegetable waxes
666,15121100,Crude sunflower oil
667,15121900,Sunflower oil
668,15122100,"Crude oil, whether or not gossypol has been removed"
669,15122900,Cotton seed oil
670,15131000,Crude pamoline
671,15131100,Crude coconut oil
672,15131900,Coconut oil
673,15132100,Crude palm kernel oil
674,15132900,Palm kernel oil
675,15141000,"Crude rape, colza or mustard oil"
676,15141100,Rape or colza crude oil
677,15141900,"Rape, colza or mustard oil ( but not crude)"
678,15149000,"Rape, colza or mustard oil"
679,15149110,Rapeseed oil
680,15149190,"Crude Oil, mustard oil and fractions the"
681,15149910,Crude Oil of Canola
682,15149990,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified"
683,15151100,Crude linseed oil
684,15151900,Linseed oil
685,15152100,Crude maize corn oil
686,15152900,Maize corn oil
687,15153000,Castor oil and its fractions
688,15155000,Sesame oil and its fractions
689,15159000,Fixed vegetable fats and oil
690,15161000,"Animal fats and oil, partly or wholly hydrogenated"
691,15162000,"Vegetable fats and oil, partly or wholly hydrogenated"
692,15171000,Margarine
693,15179000,Edible mixtures and preparations of animal or vegetable fats or oil
694,15180000,"Animal or vegetable fats and oil, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified"
695,15200000,"Glycerol, crude"
696,15211000,Vegetable waxes
697,15219000,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured."
698,15220000,Degras: residue resulting from the treatment of fatty substances
699,16010000,"Sausages of meat, meat offal or blood"
700,16021000,Homogenised preparations
701,16022000,Prepared or preserved liver of any animal
702,16023100,"Prepared or preserved meat, meat offal or blood of turkey"
703,16023200,Fowls of the speices Gallus domestics
704,16023900,"Prepared or preserved meat, meat offal or blood of poultry"
705,16024100,Hams and cuts of swine
706,16024200,"Shoulders and cuts thereof, of swine"
707,16024900,"Prepared or preserved meat, meat offal or blood of swine including mixture"
708,16025000,"Prepared or preserved meat, meat offal or blood, swine, of bovine animals"
709,16029000,"Prepared or preserved meat, meat offal or blood of swine including preparation of any animal"
710,16030000,"Extract and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates"
711,16041100,Salmon
712,16041200,Herrings
713,16041300,"Sardines, sardinella and brisling or sprats"
714,16041400,Prepared or preserved tunas
715,16041500,Mackerel
716,16041600,Anchovies
717,16041700,Eels
718,16041900,"Prepared or preserved fish, whole or in pieces, but not minced"
719,16042000,Prepared or preserved fish
720,16043000,Caviar and caviar substitute
721,16043200,Caviar substitutes
722,16051000,Crab
723,16052000,"Shrimps and prawns, prepared or preserved"
724,16052100,"Shrimps and prawns, Not in airtight containe"
725,16052900,Shrimps and prawns
726,16053000,Lobster
727,16054000,crustaceans
728,16055400,Cuttle fish and squid
729,16055800,"Snails, other than sea snails"
730,16055900,Molluscs
731,16056300,Jellyfish
732,16056900,Aquatic invertebrates
733,16059000,"Molluscs and other aquatic invetibrates, prepared or preserved"
734,17011100,"Sugar, raw not containing added flavouring or colouring matter"
735,17011110,"Sugar, raw not containing added flavouring or colouring matter"
736,17011190,Sugar
737,17011200,Chukandar sugar
738,17011310,"Sakhhar (Gud), cane sugar"
739,17011320,"Khanda sugar, cane sugar"
740,17011390,Cane sugar
741,17011410,Sakhhar (Gud)
742,17011420,Khanda sugar
743,17011490,Cane sugar
744,17019100,"Sugar, raw containing added flavouring or colouring matter"
745,17019900,Chemically pure sucrose in solid form
746,17019910,"Cane or beet sugar, in solid form, nes"
747,17019990,"Cane or beet sugar, in solid form, nes"
748,17021100,Lactose and lactose syrup containing by weight 99% or more lactose expressed as anhydrous lactose
749,17021900,Lactose and lactose syrup
750,17022000,Maple sugar and maple syrup
751,17023000,Glucose and glucose syrup not containing fructose or containing in dry state less than 20% by weight of fructose
752,17024000,Glucose and glucose syrup containing in dry state 20-50% by weight of fructose
753,17025000,Chemically pure fructose
754,17026000,Glucose and glucose syrup containing in the dry state more than 50% by weight of fructose
755,17029000,Invert sugar
756,17031000,Cane molasses
757,17039000,Molasses resulting from the extraction or refining of sugar
758,17041000,Chewing gum
759,17049000,Sugar confectionery not containing cocoa
760,18010000,"Cocoa beans, whole or broken, raw or roasted"
761,18020000,"Cocoa shells, husks, skins and other cocoa waste"
762,18031000,Cocoa paste not defatted
763,18032000,Cocoa paste wholly or partly defatted
764,18040000,"Cocoa butter, fat and oil"
765,18050000,Cocoa powder not containing added sugar or sweetening matter
766,18061000,Cocoa powder containing sugar or other sweetening matter
767,18062000,Chocolate in blocks or bars weighing more than 2 kg
768,18063100,"Chocolate, filled in blocks"
769,18063200,"Blocks, slabs or bars of Chocolate and other food preparations containing cocoa, not filled"
770,18069000,"Chocolate in blocks, slab or bars"
771,19011000,Preparations for infant use
772,19012000,Mixes and doughs for the preparation of the bakers wares
773,19019000,Malt extracts
774,19021100,"Uncooked pasta, not stuffed containing eggs"
775,19021900,"Uncooked pasta, not stuffed or otherwise prepared"
776,19022000,Stuffed pasta whether or not cooked
777,19023000,Pasta
778,19024000,Couscous
779,19030000,Tapioca and substitute
780,19041000,Prepared foods obtained by swelling or roasting of cereal or cereal products
781,19042000,Prepared foods obtained from inroasted cereal flakes
782,19043000,Bulgur wheat
783,19049000,Prepared foods
784,19051000,Crispbread
785,19052000,Gingerbread and the like
786,19053000,"Biscuits, waffles and wafers"
787,19053100,Sweet biscuits
788,19053200,Waffles and wafers
789,19054000,"Rusks, toasted bread and similar toasted products"
790,19059000,Bakers wares
791,19059010,Pizza
792,19059020,Potatoes chips
793,19059090,Bakers wares
794,20011000,Cucumber and gherkins
795,20019000,"Vegetables, fruits nuts and edible parts of plants, prepared or preserved by vinegar or acetic acid"
796,20021000,"Tomatoes, whole or in pieces"
797,20029000,Tomatoes prepared or preserved
798,20031000,"Mushrooms, prepared or preserved otherwise than by vinegar or acetic acid"
799,20032000,"Truffles, prepared or preserved, otherwise than by vinegar or acetic acid"
800,20039000,"Mushroom, prepared or preserved, otherwise than by vinegar or acetic acid"
801,20041000,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid,frozen"
802,20049000,"Vegetable prepared or preserved otherwise than by vinegar or acetic acid, frozen"
803,20051000,"Homogenised vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
804,20052000,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
805,20052010,Frozen French fry
806,20052090,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
807,20054000,"Peas, prepared or preserved, otherwise than by vinegar or acetic acid, not frozen"
808,20055100,"Beans, shell, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
809,20055900,"Beans, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
810,20056000,Asparagus
811,20057000,Olives
812,20058000,Sweat corn
813,20059000,"Prepared or preserved vegetable otherwise than by vinegar or acetic acid, not frozen"
814,20059100,Bamboo shoots
815,20059900,Vegetables and mixtures of vegetables
816,20060000,"Vegetable, fruits, nuts preserved by sugar"
817,20071000,"Homogenised preparations of jams, fruits jellies (cooked)"
818,20079100,"Jams, fruit jellies etc of citrus fruit"
819,20079900,Jams other than citrus fruits
820,20079910,"Jams, fruit jellies etc of fruit"
821,20079990,"Jams, fruit jellies etc of fruit"
822,20081100,Ground-nuts
823,20081900,"Nuts and seeds, including mixtures, prepared or preserved, whether or not containing added sugar or sweetening matter or spirit"
824,20082000,"Pineapple, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit"
825,20083000,"Citrus fruits, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit"
826,20084000,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit"
827,20085000,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit"
828,20086000,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit"
829,20087000,"Peaches, including Nectarines, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit"
830,20088000,"Strwaberries, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit"
831,20089100,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit"
832,20089200,Mixture of Fruits
833,20089300,Cranberries
834,20089700,"Mixtures of fruit, nuts and other edible parts of plants, otherwise prepared or preserved"
835,20089900,Fruit pulp
836,20089910,Fruit pulp
837,20089990,Fruit Mixtures
838,20091100,Frozen orange juice
839,20091200,"Orange juice not frozen, of a Brix value not exceeding 20"
840,20091900,Orange juice
841,20092100,"Grapefruit (including pomelo) juice, of a Brix value not exceeding 20"
842,20092900,Grapefruit juice
843,20093000,Juice of single citrus fruit
844,20093100,"Juice of single citrus fruit, of a Brix value not exceeding 20"
845,20093900,Juice of any other single citrus fruit
846,20094000,Pineapple Juice
847,20094100,"Pineapple juice, of a Brix value not exceeding 20"
848,20094900,Pineapple juice
849,20095000,Tomato juice
850,20096100,Grape juice (including grape must) of a Brix value not exceeding 30
851,20096900,Grape juice
852,20097100,Apple juice of a Brix value not exceeding 20
853,20097900,Apple juice
854,20098000,Juice of single fruit or vegetable
855,20098100,Juice cranberry
856,20098900,Juice of any other single fruit or vegetable
857,20099000,Mixture of juices
858,21011100,"Extracts, essences and concentrates"
859,21011200,"Preparation with a basis of extracts, essences and concentrates or with a basis with coffee"
860,21012000,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate"
861,21013000,Roasted chicory and other roasted coffe substitute
862,21021000,Active yeast
863,21022000,Inactive yeast
864,21023000,Prepared baking powders
865,21031000,Soya sauce
866,21032000,Tomato ketchup and sauces
867,21033000,Mustard flour and meal and prepared mustard
868,21039000,Sauces
869,21039010,"Sauces and sauce preparations; mixed condi ments and seasonings, nes"
870,21039090,Other Sauces and preparations
871,21041000,Soups and broths and preparations thereof
872,21042000,Homogenised composite food preparation
873,21050000,Icecream and other edible ice whether or not containing cocoa
874,21061000,Protein concentrate and textured protein substance
875,21069010,"Dalmott, papad, salted bhujiya and chamena"
876,21069020,Panmasala plain
877,21069030,"Panmasala containing lime, kattha, or tobacco"
878,21069040,Concentrate of non-alcoholic soft drinks
879,21069050,"Pachak, rochak and similar goods"
880,21069060,"Kurkure, kurmure, lays  & Similar goods"
881,21069070,Scented areca nuts without Tobacco
882,21069090,Food preparations
883,21069091,Food Supplements
884,21069099,Other Food Preparations
885,22011000,Mineral waters not containing sugar or sweetening matter not flavoured
886,22019000,Mineral waters
887,22021000,"Waters, including mineral waters and aerated waters containing added sugar or other sweetening matter or flavoured"
888,22029000,"Water, non alcoholic beverages"
